0f54f530-a141-4416-a1ef-1254598764af,Chad Martin,Male,Rider,"46.3436,-79.4608","45.4215,-75.6972",9:18,7,TRUE,FALSE,3,
3d1a69d0-ce6d-4bfa-8823-10396919c5bd,Daniel Hernandez,Male,Rider,"42.9976,-82.3078","45.4215,-75.6972",8:48,12,FALSE,TRUE,2,
f824cb92-196d-4ef9-b42c-036e931b21de,Mario Garcia,Male,Rider,"43.2557,-79.8711","46.3436,-79.4608",8:10,19,FALSE,FALSE,3,
24e5b87f-2809-45eb-98d6-a6312b549527,Walter Nguyen,Male,Driver,"45.4215,-75.6972","43.7001,-79.4163",8:49,6,FALSE,TRUE,,4
a5c1eb83-b8ce-4612-8e37-84568fc4f325,Nicholas Page,Male,Rider,"42.9849,-81.2453","43.4643,-80.5204",9:30,14,TRUE,TRUE,2,
6065deaa-3065-4e82-9520-b060519f03d8,Scott Ortiz,Male,Driver,"43.589,-79.6441","42.9849,-81.2453",17:11,10,FALSE,TRUE,,3
e68f9055-8c7e-451b-8e5e-d2f91c87a002,Annette Rich,Female,Rider,"43.4643,-80.5204","43.4643,-80.5204",9:32,27,TRUE,TRUE,2,
67d31eca-b534-4df4-8f11-7bafff33a3ee,Bobby Martinez,Male,Rider,"42.9849,-81.2453","43.7001,-79.4163",17:39,7,FALSE,TRUE,3,
4a019885-90fd-4f54-911f-d653e44a51e1,Joseph Smith,Male,Driver,"42.9976,-82.3078","42.9849,-81.2453",7:18,9,TRUE,TRUE,,4
3f0e26c0-4ede-45a8-bd61-85d7adaf0811,William Price,Male,Driver,"42.9849,-81.2453","43.7001,-79.4163",7:20,23,TRUE,TRUE,,3
45b37e13-97f2-43d6-9d3c-8b7a437ef5cc,Robert Wang,Male,Driver,"43.6532,-79.3832","42.9976,-82.3078",9:18,5,TRUE,TRUE,,1
32472f94-6a76-46ac-84b0-f8314c947c2b,Katherine Castro,Female,Driver,"43.4643,-80.5204","46.3436,-79.4608",8:53,10,TRUE,FALSE,,1
1a6db3f7-d218-4392-be96-43e84d3d72b3,Heather Coffey,Female,Rider,"43.589,-79.6441","42.9849,-81.2453",9:28,9,FALSE,TRUE,3,
d5096c66-0b5a-47a5-8c3d-3a8744f0d1c9,Jennifer Wheeler,Female,Rider,"45.4215,-75.6972","42.9976,-82.3078",18:53,30,FALSE,TRUE,1,
79434746-fdcf-4c97-9fdb-4554efefd33f,Denise Stewart,Female,Rider,"43.2557,-79.8711","45.4215,-75.6972",9:14,9,FALSE,TRUE,2,
7b447c77-9505-4f70-9f90-6b5e24975c99,Tamara Jones,Female,Driver,"43.4643,-80.5204","46.3436,-79.4608",18:34,5,FALSE,TRUE,,2
aba5d084-c21d-40a2-a248-8e4b32d9ecc0,Brooke Whitaker,Female,Driver,"46.3436,-79.4608","43.2557,-79.8711",9:22,17,TRUE,FALSE,,4
a0b7b927-672f-475e-9280-0b2d481ffcae,Melissa Stephens,Female,Rider,"43.2557,-79.8711","45.4215,-75.6972",8:14,7,FALSE,TRUE,2,
a61323a8-06f9-47c0-a093-32ddf76ceec2,Sandra Cunningham,Female,Driver,"43.7001,-79.4163","46.3436,-79.4608",18:18,5,TRUE,FALSE,,4
38eb4939-955f-4e13-b490-f3c8739d6ee9,Anthony Snyder,Male,Driver,"43.6532,-79.3832","43.2557,-79.8711",8:09,23,TRUE,TRUE,,2
5db12574-815c-47f2-93cc-76fbcc7d6876,Laurie Arnold,Female,Rider,"42.9849,-81.2453","44.2312,-76.486",17:37,5,TRUE,TRUE,3,
3f23bb80-02c2-4036-a1fa-b74e8a2a112e,Ashley Allen,Female,Driver,"43.2557,-79.8711","43.7001,-79.4163",18:50,6,FALSE,TRUE,,2
c7728ab2-902c-4c8d-9a84-e807b1600de8,Danielle Williams,Female,Driver,"42.9849,-81.2453","44.2312,-76.486",9:04,28,FALSE,FALSE,,2
dcdd9ff3-4738-4456-aabf-3af9fc1480ed,Jimmy Hunt,Male,Rider,"43.4643,-80.5204","44.2312,-76.486",7:17,8,FALSE,FALSE,2,
72ead332-aa47-4a08-bd9f-c2456d5797c4,Dawn Weaver,Female,Rider,"45.4215,-75.6972","44.2312,-76.486",16:29,26,TRUE,TRUE,1,
a00af221-643b-4ee7-964b-3cf99bc43d03,Aaron Fisher,Male,Rider,"44.2312,-76.486","45.4215,-75.6972",16:02,11,TRUE,FALSE,3,
35d7d0a2-c8e4-4f31-8478-dd6b381e0f7d,Dylan Chapman,Male,Rider,"43.4643,-80.5204","43.4643,-80.5204",17:13,5,TRUE,FALSE,2,
57a0c27b-5056-4e91-ac9d-841e8d9f9d30,Mckenzie Oliver,Female,Driver,"43.4643,-80.5204","43.6532,-79.3832",8:44,9,FALSE,FALSE,,4
157c1f24-d542-4cd3-bd72-104973d5d8be,James Davis,Male,Rider,"42.9849,-81.2453","46.3436,-79.4608",17:50,22,FALSE,FALSE,1,
03c6edb0-78d6-4462-8dfc-cdb2423e9b94,Joanna Baker,Female,Driver,"46.3436,-79.4608","42.9976,-82.3078",18:08,12,FALSE,FALSE,,1
f7a1b6ca-d428-484c-b2d4-b52f0b37b8da,Selena Lopez,Female,Driver,"43.6532,-79.3832","43.6532,-79.3832",7:47,24,FALSE,FALSE,,4
513d4563-ffa6-4396-b0da-7a3042b244a3,Jack Turner,Male,Driver,"44.2312,-76.486","43.2557,-79.8711",18:50,6,FALSE,FALSE,,3
04b7d07a-7849-4027-bd7b-28e8186c990c,Brian Webb,Male,Rider,"42.9976,-82.3078","43.6532,-79.3832",16:33,30,TRUE,FALSE,1,
64e1a2eb-90bf-4ad4-981e-83fb08ef918f,Monica Butler,Female,Driver,"43.4643,-80.5204","43.4643,-80.5204",17:53,18,FALSE,FALSE,,2
d5645ddb-90c0-4560-acbe-adbdd4b1b1f1,Patricia Mcgee,Female,Rider,"45.4215,-75.6972","42.9849,-81.2453",17:23,7,FALSE,FALSE,2,
20577235-f451-4e7d-8448-5f7b1e7e93b6,Anita Lang,Female,Rider,"46.3436,-79.4608","43.4643,-80.5204",18:28,8,TRUE,TRUE,2,
cdd3b5b8-e483-41bf-ac31-6847c97bb19a,Catherine Tanner,Female,Rider,"42.9849,-81.2453","43.6532,-79.3832",18:34,6,TRUE,TRUE,2,
f184f33d-6802-42ea-b80d-bb3c983a9f2a,David Davidson,Male,Rider,"42.9976,-82.3078","44.2312,-76.486",16:51,7,TRUE,FALSE,2,
